Row,Month,Description,Sales Rep,Qty,Cost,Sale Price,Location,Category
496,Jan 23,Xerox 1885,Cari Schnelling,59395,0.37,7.23,Prince Edward Island,Paper
497,Jan 23,Avery 479,Henry Goldwyn,59558,0.39,0.5,Prince Edward Island,Labels
498,Jan 23,"AT&T Black Trimline Phone, Model 210",Edward Hooks,59585,0.49,9.4,Prince Edward Island,Office Machines
499,Jan 23,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Brendan Dodson,59651,0.4,8.94,Prince Edward Island,Binders and Binder Accessories
500,Jan 23,Eldon Pizzaz Desk Accessories,Brendan Dodson,59651,0.41,4.57,Prince Edward Island,Office Furnishings
501,Jan 23,GBC Binding covers,Harold Engle,645,0.4,4.98,Prince Edward Island,Binders and Binder Accessories
502,Jan 23,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Roy French,769,0.4,56.14,Prince Edward Island,Office Machines
503,Jan 23,Talkabout T8367,Helen Abelman,773,0.56,8.99,Prince Edward Island,Telephones and Communication
504,Jan 23,Logitech Access Keyboard,Guy Armstrong,1187,0.37,4,Prince Edward Island,Computer Peripherals
505,Jan 23,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Jennifer Braxton,2339,0.73,19.99,Prince Edward Island,Storage & Organization
506,Jan 23,Newell 336,Giulietta Baptist,3521,0.56,0.94,Prince Edward Island,Pens & Art Supplies
507,Jan 23,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Jack Lebron,4007,0.56,13.22,Prince Edward Island,Appliances
508,Jan 23,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Jack Lebron,4007,0.8,35,Prince Edward Island,Storage & Organization
509,Jan 23,GBC DocuBind P100 Manual Binding Machine,Erica Bern,4416,0.4,19.99,Prince Edward Island,Binders and Binder Accessories
510,Jan 23,Avery 497,Erica Bern,4454,0.37,0.5,Prince Edward Island,Labels
511,Jan 23,SAFCO Folding Chair Trolley,Helen Abelman,5153,,12.65,Prince Edward Island,Chairs & Chairmats
512,Jan 23,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Guy Armstrong,5446,0.36,4.8,Prince Edward Island,Envelopes
513,Jan 23,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Helen Abelman,8131,0.5,1.99,Prince Edward Island,Computer Peripherals
514,Jan 23,Keytronic Designer 104- Key Black Keyboard,Christopher Schild,8994,0.77,19.99,Prince Edward Island,Computer Peripherals
515,Jan 23,Accessory31,Roy French,9027,0.35,0.99,Prince Edward Island,Telephones and Communication
516,Jan 23,Avanti 4.4 Cu. Ft. Refrigerator,Roy French,9216,0.57,55.24,Prince Edward Island,Appliances
517,Jan 23,Bush Mission Pointe Library,Jennifer Braxton,9537,0.65,66.27,Prince Edward Island,Bookcases
518,Jan 23,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Jennifer Braxton,9537,0.36,5.44,Prince Edward Island,Binders and Binder Accessories
519,Jan 23,Ibico Covers for Plastic or Wire Binding Elements,Joy Smith,9574,0.4,7.19,Prince Edward Island,Binders and Binder Accessories
520,Jan 23,Boston KS Multi-Size Manual Pencil Sharpener,Evan Minnotte,10435,0.57,8.99,Prince Edward Island,Pens & Art Supplies
521,Jan 23,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Evan Minnotte,10435,0.58,7.95,Prince Edward Island,Pens & Art Supplies
522,Jan 23,Martin-Yale Premier Letter Opener,Jenna Caffey,10851,0.82,4.59,Prince Edward Island,"Scissors, Rulers and Trimmers"
523,Jan 23,Recycled Premium Regency Composition Covers,Harold Engle,10852,0.36,10.91,Prince Edward Island,Binders and Binder Accessories
524,Jan 23,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Harold Engle,10852,0.55,54.92,Prince Edward Island,Bookcases
525,Jan 23,i1000,Harold Engle,11269,0.58,5.99,Prince Edward Island,Telephones and Communication
526,Jan 23,Avery 493,Harold Engle,11269,0.36,0.5,Prince Edward Island,Labels
527,Jan 23,Fellowes Super Stor/Drawer®,Harold Engle,11269,0.67,19.99,Prince Edward Island,Storage & Organization
528,Jan 23,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Hilary Holden,11362,0.69,13.99,Prince Edward Island,Office Furnishings
529,Jan 23,*Staples* Letter Opener,Hilary Holden,11362,0.81,5,Prince Edward Island,"Scissors, Rulers and Trimmers"
530,Jan 23,Canon PC1060 Personal Laser Copier,Hilary Holden,11362,0.41,24.49,Prince Edward Island,Copiers and Fax
531,Jan 23,LX 677,Hilary Holden,11362,0.57,8.99,Prince Edward Island,Telephones and Communication
532,Jan 23,Avery Hi-Liter® Fluorescent Desk Style Markers,Christopher Schild,11968,0.48,0.85,Prince Edward Island,Pens & Art Supplies
533,Jan 23,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Harold Engle,12293,0.38,1.39,Prince Edward Island,Envelopes
534,Jan 23,Acco Suede Grain Vinyl Round Ring Binder,Greg Guthrie,12773,0.39,1.49,Prince Edward Island,Binders and Binder Accessories
535,Jan 23,Eldon Image Series Black Desk Accessories,Greg Guthrie,12773,0.49,6.6,Prince Edward Island,Office Furnishings
536,Jan 23,Xerox 213,Greg Guthrie,12773,0.37,7.86,Prince Edward Island,Paper
537,Jan 23,Newell 342,Greg Guthrie,12773,0.56,3.97,Prince Edward Island,Pens & Art Supplies
538,Jan 23,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Guy Armstrong,12934,0.39,1.39,Prince Edward Island,Envelopes
539,Jan 23,Newell 337,Guy Armstrong,12934,0.56,3.97,Prince Edward Island,Pens & Art Supplies
540,Jan 23,GBC Binding covers,Joy Smith,13120,0.4,4.98,Prince Edward Island,Binders and Binder Accessories
541,Jan 23,GBC Standard Therm-A-Bind Covers,Joy Smith,13120,0.39,12.98,Prince Edward Island,Binders and Binder Accessories
542,Jan 23,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Erica Bern,13604,0.45,6.13,Prince Edward Island,Computer Peripherals
543,Jan 23,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Erica Bern,13604,0.74,56.2,Prince Edward Island,Office Furnishings
544,Jan 23,Xerox 1985,Dan Reichenbach,13927,0.37,5.16,Prince Edward Island,Paper
545,Jan 23,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Erica Bern,15044,0.55,10.25,Prince Edward Island,Computer Peripherals
546,Jan 23,"Global Leather and Oak Executive Chair, Black",Guy Armstrong,15139,0.56,64.73,Prince Edward Island,Chairs & Chairmats
547,Jan 23,"Tennsco Lockers, Sand",Guy Armstrong,15139,0.61,45,Prince Edward Island,Storage & Organization
548,Jan 23,Xerox 1920,Evan Minnotte,15463,0.4,7.5,Prince Edward Island,Paper
549,Jan 23,Xerox 1928,Joy Smith,15618,0.4,6.26,Prince Edward Island,Paper
550,Jan 23,Xerox 1939,Joy Smith,15618,0.37,9.54,Prince Edward Island,Paper
551,Jan 23,StarTAC 7760,Joy Smith,15618,0.59,3.99,Prince Edward Island,Telephones and Communication
552,Jan 23,Magna Visual Magnetic Picture Hangers,Paul Gonzalez,16100,0.47,5.72,Prince Edward Island,Office Furnishings
553,Jan 23,M3682,Filia McAdams,16320,0.57,8.08,Prince Edward Island,Telephones and Communication
554,Jan 23,Xerox 1978,Joy Smith,16419,0.36,5.67,Prince Edward Island,Paper
555,Jan 23,"Sauder Forest Hills Library, Woodland Oak Finish",Greg Guthrie,17090,0.77,36.09,Prince Edward Island,Bookcases
556,Jan 23,"Global High-Back Leather Tilter, Burgundy",Greg Guthrie,17090,0.74,70.2,Prince Edward Island,Chairs & Chairmats
557,Jan 23,"Wirebound Message Book, 4 per Page",Joy Smith,17315,0.36,0.95,Prince Edward Island,Paper
558,Jan 23,"Memorex 4.7GB DVD+RW, 3/Pack",Joy Smith,17376,0.4,1.99,Prince Edward Island,Computer Peripherals
559,Jan 23,Hoover WindTunnel Plus Canister Vacuum,Greg Guthrie,18210,0.57,19.99,Prince Edward Island,Appliances
560,Jan 23,Newell 335,Greg Guthrie,18210,0.56,0.7,Prince Edward Island,Pens & Art Supplies
561,Jan 23,Zoom V.92 USB External Faxmodem,Jack Lebron,18273,0.41,19.99,Prince Edward Island,Computer Peripherals
562,Jan 23,Telescoping Adjustable Floor Lamp,Joy Smith,18788,0.6,11.17,Prince Edward Island,Office Furnishings
563,Jan 23,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Evan Minnotte,19042,0.37,7.47,Prince Edward Island,Binders and Binder Accessories
564,Jan 23,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Chuck Magee,19073,0.57,5.16,Prince Edward Island,Office Furnishings
565,Jan 23,Prang Drawing Pencil Set,Chuck Magee,19073,0.45,1.34,Prince Edward Island,Pens & Art Supplies
566,Jan 23,Xerox 1992,Filia McAdams,19365,0.36,5.2,Prince Edward Island,Paper
567,Jan 23,TI 36X Solar Scientific Calculator,Jack Lebron,19617,0.38,6.3,Prince Edward Island,Office Machines
568,Jan 23,V 3600 Series,Jack Lebron,19617,0.58,8.99,Prince Edward Island,Telephones and Communication
569,Jan 23,Sharp AL-1530CS Digital Copier,Jack Lebron,20033,0.36,24.49,Prince Edward Island,Copiers and Fax
570,Jan 23,Hon 4-Shelf Metal Bookcases,Harold Engle,21223,0.6,26.22,Prince Edward Island,Bookcases
571,Jan 23,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Harold Engle,21223,0.65,18.45,Prince Edward Island,Office Furnishings
572,Jan 23,Lock-Up Easel 'Spel-Binder',Jack Lebron,21378,0.38,1.49,Prince Edward Island,Binders and Binder Accessories
573,Jan 23,U.S. Robotics 56K Internet Call Modem,Jack Lebron,21378,0.5,19.99,Prince Edward Island,Computer Peripherals
574,Jan 23,Boston 1730 StandUp Electric Pencil Sharpener,Frank Atkinson,21542,0.59,8.99,Prince Edward Island,Pens & Art Supplies
575,Jan 23,Bretford CR4500 Series Slim Rectangular Table,Frank Atkinson,21542,0.66,84.84,Prince Edward Island,Tables
576,Jan 23,Euro Pro Shark Stick Mini Vacuum,Jack Lebron,22469,0.59,49,Prince Edward Island,Appliances
577,Jan 23,Hon 5100 Series Wood Tables,Jack Lebron,22469,0.67,69,Prince Edward Island,Tables
578,Jan 23,Belkin ErgoBoard Keyboard,Evan Minnotte,22656,0.64,6.5,Prince Edward Island,Computer Peripherals
579,Jan 23,Riverleaf Stik-Withit® Designer Note Cubes®,Joy Smith,22695,0.39,2.06,Prince Edward Island,Paper
580,Jan 23,Coloredge Poster Frame,Dan Reichenbach,23076,0.46,5.3,Prince Edward Island,Office Furnishings
581,Jan 23,8860,Jack Lebron,24038,0.56,5.26,Prince Edward Island,Telephones and Communication
582,Jan 23,Xerox 1920,Frank Atkinson,24067,0.4,7.5,Prince Edward Island,Paper
583,Jan 23,252,Frank Atkinson,24067,0.55,5.92,Prince Edward Island,Telephones and Communication
584,Jan 23,Sharp 1540cs Digital Laser Copier,Erica Bern,24388,0.35,49,Prince Edward Island,Copiers and Fax
585,Jan 23,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jack Lebron,24451,0.41,60,Prince Edward Island,Appliances
586,Jan 23,Wilson Jones Impact Binders,Filia McAdams,24806,0.36,5.74,Prince Edward Island,Binders and Binder Accessories
587,Jan 23,GBC DocuBind 200 Manual Binding Machine,Jack Lebron,24965,0.35,19.99,Prince Edward Island,Binders and Binder Accessories
588,Jan 23,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Jack Lebron,24965,0.42,8.55,Prince Edward Island,Office Furnishings
589,Jan 23,Sanford Liquid Accent Highlighters,Giulietta Baptist,25154,0.48,1.5,Prince Edward Island,Pens & Art Supplies
590,Jan 23,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Joy Smith,25315,0.42,11.79,Prince Edward Island,Appliances
591,Jan 23,SANFORD Liquid Accent Tank-Style Highlighters,Joy Smith,25315,0.54,0.93,Prince Edward Island,Pens & Art Supplies
592,Jan 23,Hon iLevel Computer Training Table,Joy Smith,25315,0.65,45.51,Prince Edward Island,Tables
593,Jan 23,"Eldon® 200 Class Desk Accessories, Burgundy",Greg Guthrie,25376,0.43,5.29,Prince Edward Island,Office Furnishings
594,Jan 23,"80 Minute CD-R Spindle, 100/Pack - Staples",Carlos Soltero,26240,0.54,1.99,Prince Edward Island,Computer Peripherals
595,Jan 23,3M Hangers With Command Adhesive,Carlos Soltero,26240,0.44,1.61,Prince Edward Island,Office Furnishings
596,Jan 23,X-Rack File for Hanging Folders,Harold Engle,26791,0.59,5.03,Prince Edward Island,Storage & Organization
597,Jan 23,688,Erica Bern,28836,0.6,4.2,Prince Edward Island,Telephones and Communication
598,Jan 23,Ibico EB-19 Dual Function Manual Binding System,Erica Bern,28836,0.39,19.99,Prince Edward Island,Binders and Binder Accessories
599,Jan 23,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Hilary Holden,28995,0.4,5.76,Prince Edward Island,Paper
600,Jan 23,Southworth 25% Cotton Premium Laser Paper and Envelopes,Hilary Holden,28995,0.37,8.68,Prince Edward Island,Paper
601,Jan 23,Timeport L7089,Jack Lebron,29121,0.58,7.69,Prince Edward Island,Telephones and Communication
602,Jan 23,Safco Contoured Stacking Chairs,Filia McAdams,29319,,24.49,Prince Edward Island,Chairs & Chairmats
603,Jan 23,Canon PC-428 Personal Copier,Filia McAdams,29319,0.46,24.49,Prince Edward Island,Copiers and Fax
604,Jan 23,Staples Standard Envelopes,Greg Guthrie,29382,0.38,1.39,Prince Edward Island,Envelopes
605,Jan 23,12-1/2 Diameter Round Wall Clock,Greg Guthrie,29382,0.49,10.49,Prince Edward Island,Office Furnishings
606,Jan 23,Lexmark Z55se Color Inkjet Printer,Harold Engle,29445,0.38,28,Prince Edward Island,Office Machines
607,Jan 23,Binder Clips by OIC,Philip Brown,29762,0.37,0.7,Prince Edward Island,Rubber Bands
608,Jan 23,Avanti 4.4 Cu. Ft. Refrigerator,Helen Abelman,30048,0.57,55.24,Prince Edward Island,Appliances
609,Jan 23,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Hilary Holden,30243,0.57,3.5,Prince Edward Island,Appliances
610,Jan 23,Canon PC-428 Personal Copier,Hilary Holden,30243,0.46,24.49,Prince Edward Island,Copiers and Fax
611,Jan 23,Aluminum Document Frame,Christopher Schild,30372,0.55,2.85,Prince Edward Island,Office Furnishings
612,Jan 23,Wausau Papers Astrobrights® Colored Envelopes,Carlos Soltero,30499,0.36,2.5,Prince Edward Island,Envelopes
613,Jan 23,Newell 312,Carlos Soltero,30499,0.55,1.2,Prince Edward Island,Pens & Art Supplies
614,Jan 23,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Erica Bern,32199,0.38,4.97,Prince Edward Island,Binders and Binder Accessories
615,Jan 23,Canon imageCLASS 2200 Advanced Copier,Erica Bern,32199,0.37,24.49,Prince Edward Island,Copiers and Fax
616,Jan 23,Newell 312,Erica Bern,32199,0.55,1.2,Prince Edward Island,Pens & Art Supplies
617,Jan 23,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Erica Bern,32327,0.8,147.12,Prince Edward Island,Tables
618,Jan 23,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Joy Smith,32676,0.55,1.99,Prince Edward Island,Computer Peripherals
619,Jan 23,KF 788,Joy Smith,32835,0.56,4.99,Prince Edward Island,Telephones and Communication
620,Jan 23,"Imation Neon Mac Format Diskettes, 10/Pack",Christopher Schild,32869,0.77,2.83,Prince Edward Island,Computer Peripherals
621,Jan 23,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Christopher Schild,32869,0.65,18.45,Prince Edward Island,Office Furnishings
622,Jan 23,Sanford Liquid Accent Highlighters,Christopher Schild,32869,0.48,1.5,Prince Edward Island,Pens & Art Supplies
623,Jan 23,2180,Christopher Schild,32869,0.57,8.99,Prince Edward Island,Telephones and Communication
624,Jan 23,Sharp AL-1530CS Digital Copier,Evan Minnotte,33763,0.36,24.49,Prince Edward Island,Copiers and Fax
625,Jan 23,"Executive Impressions 14"" Contract Wall Clock",Christopher Schild,34048,0.52,3.63,Prince Edward Island,Office Furnishings
626,Jan 23,*Staples* Highlighting Markers,Greg Guthrie,34275,0.52,0.71,Prince Edward Island,Pens & Art Supplies
627,Jan 23,Boston 19500 Mighty Mite Electric Pencil Sharpener,Harold Engle,34438,0.58,8.99,Prince Edward Island,Pens & Art Supplies
628,Jan 23,Xerox 1995,Philip Brown,34880,0.37,5.19,Prince Edward Island,Paper
629,Jan 23,Self-Adhesive Ring Binder Labels,Carlos Soltero,34978,0.38,6.83,Prince Edward Island,Binders and Binder Accessories
630,Jan 23,Catalog Binders with Expanding Posts,Jennifer Braxton,35141,0.4,19.99,Prince Edward Island,Binders and Binder Accessories
631,Jan 23,*Staples* Packaging Labels,Dan Reichenbach,35300,0.38,0.49,Prince Edward Island,Labels
632,Jan 23,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Dan Reichenbach,35300,0.76,8.66,Prince Edward Island,Office Furnishings
633,Jan 23,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Dan Reichenbach,35300,0.39,2.01,Prince Edward Island,Paper
634,Jan 23,9-3/4 Diameter Round Wall Clock,Carlos Soltero,35558,0.43,8.78,Prince Edward Island,Office Furnishings
635,Jan 23,Logitech Cordless Elite Duo,Carlos Soltero,36293,0.4,7.18,Prince Edward Island,Computer Peripherals
636,Jan 23,Xerox 220,Carlos Soltero,36293,0.37,7.49,Prince Edward Island,Paper
637,Jan 23,Logitech Cordless Elite Duo,Giulietta Baptist,36516,0.4,7.18,Prince Edward Island,Computer Peripherals
638,Jan 23,Canon Image Class D660 Copier,Jack Lebron,36677,0.44,24.49,Prince Edward Island,Copiers and Fax
639,Jan 23,12 Colored Short Pencils,Guy Armstrong,37185,0.58,2.4,Prince Edward Island,Pens & Art Supplies
640,Jan 23,Avery Legal 4-Ring Binder,Hilary Holden,37888,0.35,1.49,Prince Edward Island,Binders and Binder Accessories
641,Jan 23,Hoover® Commercial Lightweight Upright Vacuum,Jack Lebron,38310,0.59,49,Prince Edward Island,Appliances
642,Jan 23,Colored Envelopes,Erica Bern,40327,0.39,2.5,Prince Edward Island,Envelopes
643,Jan 23,Xerox 1953,Erica Bern,40327,0.4,5.74,Prince Edward Island,Paper
644,Jan 23,GBC DocuBind 200 Manual Binding Machine,Harold Engle,40480,0.35,19.99,Prince Edward Island,Binders and Binder Accessories
645,Jan 23,DAX Natural Wood-Tone Poster Frame,Harold Engle,40480,0.49,6.93,Prince Edward Island,Office Furnishings
646,Jan 23,Staples Standard Envelopes,Jim Sink,40800,0.38,1.39,Prince Edward Island,Envelopes
647,Jan 23,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Jennifer Braxton,40835,0.39,8.4,Prince Edward Island,Binders and Binder Accessories
648,Jan 23,Keytronic Designer 104- Key Black Keyboard,Jennifer Braxton,40835,0.77,19.99,Prince Edward Island,Computer Peripherals
649,Jan 23,Recycled Eldon Regeneration Jumbo File,Jennifer Braxton,40835,0.57,6.13,Prince Edward Island,Storage & Organization
650,Jan 23,GBC Standard Plastic Binding Systems Combs,Joy Smith,40871,0.36,5.6,Prince Edward Island,Binders and Binder Accessories
651,Jan 23,Office Star Flex Back Scooter Chair with White Frame,Joy Smith,40871,0.71,30,Prince Edward Island,Chairs & Chairmats
652,Jan 23,Xerox 1941,Harold Engle,41570,0.37,4.65,Prince Edward Island,Paper
653,Jan 23,"Global Deluxe Stacking Chair, Gray",Philip Brown,41991,0.56,14.19,Prince Edward Island,Chairs & Chairmats
654,Jan 23,DAX Clear Channel Poster Frame,Philip Brown,41991,0.48,7.4,Prince Edward Island,Office Furnishings
655,Jan 23,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Philip Brown,41991,0.68,4.8,Prince Edward Island,Office Furnishings
656,Jan 23,Belkin 105-Key Black Keyboard,Giulietta Baptist,42400,0.68,4,Prince Edward Island,Computer Peripherals
657,Jan 23,Micro Innovations 104 Keyboard,Giulietta Baptist,42400,0.64,6.5,Prince Edward Island,Computer Peripherals
658,Jan 23,GBC Imprintable Covers,Paul Gonzalez,42754,0.36,5.14,Prince Edward Island,Binders and Binder Accessories
659,Jan 23,"GBC Laser Imprintable Binding System Covers, Desert Sand",Logan Haushalter,42918,0.38,7.27,Prince Edward Island,Binders and Binder Accessories
660,Jan 23,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Logan Haushalter,42918,0.39,5.76,Prince Edward Island,Office Machines
661,Jan 23,Hon Multipurpose Stacking Arm Chairs,Filia McAdams,42944,0.59,64.2,Prince Edward Island,Chairs & Chairmats
662,Jan 23,"Executive Impressions 14""",Carlos Soltero,44037,0.41,5.08,Prince Edward Island,Office Furnishings
663,Jan 23,Accessory2,Carlos Soltero,44037,0.55,1.25,Prince Edward Island,Telephones and Communication
664,Jan 23,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Erica Bern,44387,0.5,1.99,Prince Edward Island,Computer Peripherals
665,Jan 23,Southworth 25% Cotton Antique Laid Paper & Envelopes,Erica Bern,44387,0.4,4.82,Prince Edward Island,Paper
666,Jan 23,Bevis 36 x 72 Conference Tables,Greg Guthrie,44576,0.63,51.94,Prince Edward Island,Tables
667,Jan 23,Xerox 1936,Dan Reichenbach,45601,0.38,5.97,Prince Edward Island,Paper
668,Jan 23,"Eldon® 400 Class Desk Accessories, Black Carbon",Jim Sink,45606,0.43,8.54,Prince Edward Island,Office Furnishings
669,Jan 23,"Dixon My First Ticonderoga Pencil, #2",Jim Sink,45606,0.56,2.27,Prince Edward Island,Pens & Art Supplies
670,Jan 23,Durable Pressboard Binders,Carlos Soltero,46119,0.38,1.49,Prince Edward Island,Binders and Binder Accessories
671,Jan 23,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Carlos Soltero,46119,0.35,1.25,Prince Edward Island,Paper
672,Jan 23,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Carlos Soltero,46119,0.79,75.23,Prince Edward Island,Tables
673,Jan 23,"Array® Parchment Paper, Assorted Colors",Chuck Magee,46756,0.37,11.15,Prince Edward Island,Paper
674,Jan 23,Avery Durable Poly Binders,Philip Brown,47714,0.39,6.98,Prince Edward Island,Binders and Binder Accessories
675,Jan 23,Dana Swing-Arm Lamps,Hilary Holden,47846,0.6,13.04,Prince Edward Island,Office Furnishings
676,Jan 23,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Hilary Holden,47846,0.69,13.99,Prince Edward Island,Office Furnishings
677,Jan 23,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Hilary Holden,47846,0.65,13.99,Prince Edward Island,Office Furnishings
678,Jan 23,HP Office Paper (20Lb. and 87 Bright),Hilary Holden,47846,0.37,6.93,Prince Edward Island,Paper
679,Jan 23,Bionaire Personal Warm Mist Humidifier/Vaporizer,Greg Guthrie,47876,0.46,5.1,Prince Edward Island,Appliances
680,Jan 23,270c,Jennifer Braxton,48067,0.59,3,Prince Edward Island,Telephones and Communication
681,Jan 23,T28 WORLD,Jennifer Braxton,48067,0.6,8.99,Prince Edward Island,Telephones and Communication
682,Jan 23,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Erica Bern,48199,0.4,1.39,Prince Edward Island,Envelopes
683,Jan 23,CF 888,Jim Sink,49029,0.59,3.99,Prince Edward Island,Telephones and Communication
684,Jan 23,GBC Standard Therm-A-Bind Covers,Noah Childs,49216,0.39,12.98,Prince Edward Island,Binders and Binder Accessories
685,Jan 23,Epson LQ-570e Dot Matrix Printer,Noah Childs,49216,0.56,28.06,Manitoba,Office Machines
686,Jan 23,Staples Premium Bright 1-Part Blank Computer Paper,Noah Childs,49216,0.38,6.35,Manitoba,Paper
687,Jan 23,Okidata ML390 Turbo Dot Matrix Printers,Evan Minnotte,49990,0.56,14.7,Manitoba,Office Machines
688,Jan 23,"Hon Metal Bookcases, Black",Guy Armstrong,50081,0.6,26.74,Manitoba,Bookcases
689,Jan 23,"24 Capacity Maxi Data Binder Racks, Pearl",Guy Armstrong,50404,0.6,9.99,Manitoba,Storage & Organization
690,Jan 23,"Lesro Round Back Collection Coffee Table, End Table",Guy Armstrong,50404,0.72,69,Manitoba,Tables
691,Jan 23,PC Concepts 116 Key Quantum 3000 Keyboard,Chuck Magee,50784,0.75,5.5,Manitoba,Computer Peripherals
692,Jan 23,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Greg Guthrie,50850,0.37,7.47,Manitoba,Binders and Binder Accessories
693,Jan 23,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Greg Guthrie,50850,0.79,75.23,Manitoba,Tables
694,Jan 23,Accessory17,Carlos Soltero,51075,0.82,5,Manitoba,Telephones and Communication
695,Jan 23,Telescoping Adjustable Floor Lamp,Greg Guthrie,51461,0.6,11.17,Manitoba,Office Furnishings
696,Jan 23,Xerox 1898,Greg Guthrie,51558,0.37,6.92,Manitoba,Paper
697,Jan 23,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Greg Guthrie,51558,0.56,60,Manitoba,Tables
698,Jan 23,ACCOHIDE® Binder by Acco,Carlos Soltero,52130,0.38,5.34,Manitoba,Binders and Binder Accessories
699,Jan 23,Eldon Executive Woodline II Cherry Finish Desk Accessories,Carlos Soltero,52130,0.57,18.98,Manitoba,Office Furnishings
700,Jan 23,Belkin 8 Outlet Surge Protector,Greg Guthrie,52482,0.57,5.33,Manitoba,Appliances
701,Jan 23,"Executive Impressions 14"" Contract Wall Clock",Greg Guthrie,52482,0.52,3.63,Manitoba,Office Furnishings
702,Jan 23,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Christopher Schild,53410,0.43,13.32,Manitoba,Appliances
703,Jan 23,Bevis Steel Folding Chairs,Joy Smith,53477,0.57,74.35,Manitoba,Chairs & Chairmats
704,Jan 23,"Global Leather and Oak Executive Chair, Black",Joy Smith,53477,0.56,64.73,Manitoba,Chairs & Chairmats
705,Jan 23,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Joy Smith,53477,0.38,5.08,Manitoba,Paper
706,Jan 23,Fellowes Super Stor/Drawer® Files,Joy Smith,53477,0.66,19.99,Manitoba,Storage & Organization
707,Jan 23,Logitech Cordless Navigator Duo,Joy Smith,53508,0.48,7.18,Manitoba,Computer Peripherals
708,Jan 23,Sharp EL500L Fraction Calculator,Joy Smith,53508,0.39,7.51,Manitoba,Office Machines
709,Jan 23,White GlueTop Scratch Pads,Joy Smith,53508,0.39,1.97,Manitoba,Paper
710,Jan 23,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Guy Armstrong,53703,0.73,19.99,Manitoba,Storage & Organization
711,Jan 23,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Brian Moss,54115,0.59,5.15,Manitoba,Appliances
712,Jan 23,Cardinal Holdit Business Card Pockets,Brian Moss,54115,0.37,4.95,Manitoba,Binders and Binder Accessories
713,Jan 23,Accessory36,Logan Haushalter,54437,0.83,5,Manitoba,Telephones and Communication
714,Jan 23,T193,Guy Armstrong,54501,0.57,4.99,Manitoba,Telephones and Communication
715,Jan 23,Sharp EL500L Fraction Calculator,Guy Armstrong,54501,0.39,7.51,Manitoba,Office Machines
